hin_Deva,urd_Arab,eng_Latn,doi_Deva
"10 फरवरी तक, बीक और एच्ट-सस्टरन एक आपातकालीन आज्ञप्ति के तहत होंगे जिसमें पुलिस को बिना कारण बताए रोकने और तलाशी लेने की अनुमति होगी।","بیک اور ایخت-سوسٹرن کو 10 فروری تک ایک ہنگامی فرمان مل جائے گا، جو پولیس کو بغیر کسی سبب کے روکنے اور تلاشی لینے کی اجازت دے گا۔","Beek and Echt-Susteren will have an emergency decree until the 10th of February, which will allow the police to do stop-and-frisk without reason.","बीक ते एच-सुस्त्रन गी 10 फरवरी तक्कर इक अमरजैंसी डिक्री थ्होग, जेह्‌‌ड़ी पुलसा गी बगैर कुसै कारण दे रोकने-ते-तलाशी लैने दी इजाज़त देग।"
"हालांकि किसी भी राज्य विधिज्ञ परिषद में नामांकन, किसी बैरिस्टर को किसी भी भारतीय अदालत में पेश होने से नहीं रोकता है, भले ही वह अदालत राज्य विधिज्ञ परिषद के क्षेत्रीय प्राधिकरण के बाहर स्थित हो।","تاہم، کسی بھی ریاستی بار کونسل میں اندراج بیرسٹر کے ہندوستان میں کسی بھی عدالت کے سامنے پیش ہونے پر پابندی عائد نہیں کرتا، خواہ یہ اسٹیٹ بار کونسل کے اس علاقائی دائرہ اختیار سے باہر ہی ہو جس میں ان کا اندراج ہے۔","However, enrollment in any State Bar Council does not restrict the Barrister from appearing before any court in India, even though it is beyond the territorial jurisdiction of the State Bar Council in which they are enrolled.","हालांके, कुसै बी स्टेट बार कौंसल च नामांकन बैरिस्टर गी भारत च कुसै बी अदालत दे सामनै हाजर होने थमां प्रतिबंधत नेईं करदा ऐ, भले गै एह्‌‌ उस स्देटेट बार कौंसल दे हक्क खेतर शा बाह्‌‌र होऐ जेह्‌‌‌दे च ओह्‌‌ नामांकत ऐ।"
"यह कानून कठोरता से किसी भी गैर-सरकारी राजनीतिक गतिविधि को प्रतिबंधित करते हैं: जलूस निकालना, गैर-अनुमोदित राजनीतिक संगठन और अपंजीकृत वित्तीय योगदान विधिवत् रूप से निषेध किए गए।","‏ان قوانین نے کسی بھی غیر سرکاری سیاسی سرگرمی کو سختی سے محدود کردیا: سڑکوں پر مظاہرے، غیر منظور شدہ سیاسی تنظیمیں، اور غیر رجسٹرڈ مالی عطیات پر باضابطہ طور پر پابندی عائد کردی گئی۔‏","These laws sharply circumscribed any non-governmental political activity: street demonstrations, non-approved political organizations, and unregistered financial donations were formally banned.","इʼनें कानूनें कुसै बी गैर-सरकारी सियासी गतिविधि गी तेजी कन्नै सीमत करी दित्ता : सड़कें पर प्रदर्शन, गैर-अनुमोदत सियासी संगठन ते अपंजीकृत वित्ती दान रस्मी तौर पर बैन करी दित्ते गे।"
विवाह-कार्य के दौरान की गई प्रतिबद्धता अक्सर व्यभिचार द्वारा तोड़े जाने के रूप में देखी जाती है।,زنا کاری کو اکثر اعتماد اور شادی کے عمل کے دوران کیے گئے وعدے کی پامالی کے طور پر دیکھا جاتا ہے۔,Adultery is frequently viewed as a breach of trust and of the commitment made during the act of marriage.,बदकारी गी आमतौरा पर भरोसे ते ब्याह्‌‌ करदे बेल्लै कीते गेदे वचनें गी भंग करने दे रूप च दिक्खेआ जंदा ऐ।
क्या आपने सहायता पृष्ठ ध्यानपूर्वक पढ़े हैं और पूर्ण रूप से समस्या का निवारण किया है?,کیا آپ نے مدد کے صفحات کو احتیاط سے پڑھا اور مسئلہ کو اچھی طرح سے حل کیا ہے؟,Have you carefully read the help pages and thoroughly fixed the problem?,क्या तुसें मदद सफें गी ध्याना कन्नै पढ़ेआ ऐ ते समस्या गी शैल चाल्ली कन्नै ठीक कीता ऐ ?
"जुलाई और अगस्त 2006 में इजरायल-लेबनानी संघर्ष के दौरान गुच्छ युद्ध-सामग्री के इस्तेमाल और प्रभाव से दुनिया भर में एक बहस छिड़ गई, जिससे उनके उपयोग पर प्रतिबंध लगाने वाली संधि के लिए वैश्विक अभियान को और दृढ़ता मिली।",جولائی اور اگست 2006 میں لبنان اور اسرائیل کے مابین جنگ کے دوران کلسٹر گولہ بارودکے استعمال اور اثرات پر بین الاقوامی تنازعے نے پابندی کے معاہدے کے لیے عالمی مہم کے وزن میں اضافہ کیا۔,The international controversy over the use and impact of cluster munitions during the war between Lebanon and Israel in July and August 2006 added weight to the global campaign for a ban treaty.,जुलाई ते अगस्त 2006 च लेबनान ते इज़राइल दे बिच्च जुद्ध दे दुरान क्लस्टर जुद्ध समग्गरी दे इस्तेमाल ते असर पर अंतर्राश्ट्री विवाद ने रोक-संधी आस्तै विश्वी म्हीम गी म्हत्तव दित्ता।
ताइवान में मतदान और शोध ने लगातार मृत्यु दंड के पक्ष में दृढ़ समर्थन दर्शाया है जो 80% है।,‏تائیوان میں رائے عامہ اور تحقیق میں سزائے موت کی 80 فیصد حمایت کی گئی ہے۔‏,"In Taiwan, polls and research have consistently shown strong support for the death penalty at 80%.","ताइवान च, चुनावें ते शोधें लगातार 80 % मौत दी सʼजा आस्तै जोरदार समर्थन दस्सेआ ऐ।"
"इसके अलावा, ईराक पर आक्रमण ""कानून का स्पष्ट उल्लंघन"" है और नूरमबर्ग मुकदमों में एक पूर्व मुख्य अभियोक्ता बेंजामिन फेरेंज़ के अनुसार, इस तरह से यह शांति के खिलाफ अपराध का निर्माण करता है।","‏اس کے علاوہ نیورمبرگ ٹرائلز کے سابق چیف پراسیکیوٹر بینجمن فیرینز نے عراق پر حملے کو ""قانون کی واضح پامالی"" قرار دیا ہے اور اس طرح یہ امن کے خلاف جرم ہے۔‏","In addition, former chief prosecutor of the Nuremberg Trials Benjamin Ferencz has called the invasion of Iraq a ""clear breach of law,"" and as such it constitutes a crime against peace.","एह्‌‌‌दे अलावा, नूर्मबर्ग परीक्षणें दे पूर्व मुक्ख अभियोजक बेंजामिन फेरेंज़ ने इराक पर हमले गी ""कनून दा साफ लुआंघन"" आखेआ ऐ ते इस चाल्ली एह्‌‌ शान्ति दे खलाफ अपराध दा करदा ऐ।"
"सितंबर 2012 में, उन लोगों को न्यायालय की अवमानना करने के लिए अपराधी घोषित किया गया था।",‏ستمبر 2012 میں انہیں توہین عدالت کا مجرم قرار دیا گیا تھا۔‏,"In September 2012, they were convicted of contempt of court.",सितंबर 2012 च उʼनें गी अदालत दी तौहीन ​​दा दोशी ठर्‌हाया गेआ हा।
दिल्ली की एक अदालत ने 2008 में 19 साल के एक लड़के को गुज़रती हुई महिलाओं पर यौन टिप्पणियाँ करते हुए पकड़े जाने पर आदेश दिया कि वह स्कूलों और विश्वविद्यालयों के बाहर बच्चों को इस तरह के अश्लील व्यवहार के नतीजों का विवरण देने वाले 500 विज्ञापन-पत्र बाँटे।,"2008 میں، دہلی کی ایک عدالت نے ایک 19 سالہ لڑکے کو، جو راستے سے گزرنے والی خواتین پر نازیبا تبصرے کرتا ہوا پکڑا گیا تھا، حکم دیا کہ وہ اسکولوں اور کالجوں کے باہر نوجوانوں میں 500 ایسے دستی اشتہار تقسیم کرے جن میں غیر اخلاقی طرز عمل کے نتائج کی تفصیل بتائی گئی ہو۔","In 2008, a Delhi court ordered a 19-year-old caught making lewd remarks to passing females to distribute 500 handbills to youngsters outside schools and colleges detailing the consequences of indecent conduct.","2008 च, दिल्ली दी इक अदालत ने 19एं बʼरें दे इक जागतै गी कोला लंघदी कुड़ियें उप्पर फाह्‌श टिप्पनी करदे पकड़ोने उप्पर स्कूलें ते कालेजें दे बाह्‌‌र अश्लील चाल-चलन दे नतीजें दी तफसील आह्‌ले 500 हैंडबिल बंडने दा हुकम दित्ता ।"
"11 मार्च, 2015 को एक विशेष सी.बी.आई. न्यायाधीश ने अपराध का संज्ञान लेते हुए डॉक्टर मनमोहन सिंह और पांच अन्य प्रतिवादियों, मैसर्स हिंडाल्को, शुभेंदु अमिताभ, डी. भट्टाचार्य, कुमार मंगलम बिड़ला, और पी.सी. पारेख, पर भ्रष्टाचार निवारण अधिनियम, 1988 की धारा 13(1)(सी) और 13(1)(डी)(iii) और भारतीय दंड संहिता, 1860 की धारा 120-बी और 409 का उल्लंघन करने का आरोप लगाया था।","11 مارچ 2015 کو، ایک خصوصی سی بی آئی جج نے تعزیرات ہند 1860 کی دفعہ 120 بی اور 409 اور انسداد بدعنوانی ایکٹ 1988 کی دفعہ 13 (1) (سی)، 13 (1) (ڈی) (3) کے تحت ڈاکٹر من موہن سنگھ اور دیگر پانچ ملزمین یعنی میسرز ہنڈالکو، سوبیندھو امیتابھ، ڈی بھٹاچاریہ، کمار منگلم برلا، اور بی سی پارکھ کے خلاف جرم کا نوٹس لیا۔","On 11 March 2015, a Special CBI judge took cognizance of the offense under Sections 120-B and 409 of the Indian Penal Code, 1860 and Sections 13(1)(c), 13(1)(d)(iii) of Prevention of Corruption Act, 1988, against Dr Manmohan Singh and five other accused namely M/s. HINDALCO, Subendhu Amitabh, D. Bhattacharya, Kumar Mangalam Birla, and P.C. Parakh.","11 मार्च 2015 गी, इक खास सीबीआई जज्ज ने भारती सʼजा संहिता, 1860 दी धारा 120 - बी ते 409 ते रोकथाम दी धारा 13 (1) ( सी ), 13 (1) (डी)(iii) दे ते भ्रश्टाचार अधिनियम, 1988 दे तैह्‌त डा मनमोहन सिंह ते पं'जें होर दुए मुलजमें , अर्थात् मैसर्स हिंडाल्को, सुबेंधु अमिताभ, डी . भट्टाचार्य, कुमार मंगलम बिड़ला, ते पी . सी. पारख दे खलाफ अपराध दा संज्ञान लैता ।"
पहले उन्हें युद्ध अपराधों का आदेश देने और संयुक्त षड्यंत्र रचने से विमुक्त कर दिया गया था।,اس سے پہلے انھیں جنگی جرائم کا حکم دینے اور مشترکہ سازش کے الزامات سے بری کیا گیاتھا۔,He was previously acquitted of ordering war crimes and of joint conspiracy.,उʼनें गी पैह्‌‌‌लें जुद्ध अपराधें दा हुकम देने ते कट्ठे साजिश करने कोला बरी करी दित्ता गेआ हा।
आई.टी. समुदायों ने इस कानून की व्यापक रूप से आलोचना की क्योंकि यह नागरिकों की डिजिटल निगरानी करके और अभिव्यक्ति की स्वतंत्रता को गंभीर रूप से सीमित करके मानव अधिकारों का उल्लंघन करता है।,‏اس قانون کو آئی ٹی برادریوں کی طرف سے بڑے پیمانے پر تنقید کا نشانہ بنایا گیا تھا کیونکہ یہ شہریوں کو ڈیجیٹل نگرانی میں رکھ کر اور اظہار رائے کی آزادی کو شدید طور پر محدود کرکے انسانی حقوق کی پامالی کرتا ہے۔‏,The law was widely criticised by IT communities as it violates human rights by putting citizens under digital surveillance and severely restricting freedom of speech.,आईटी समुदायें द्वारा कनून दी व्यापक रूप कन्नै अलोचना कीती गेई की जे एह्‌‌ नागरिकें गी डिजिटल नगरानी च रक्खियै ते अभिव्यक्ति दी अजादी गी गंभीर रूप कन्नै प्रतिबंधत करियै मानवाधिकारें दा लुआंघन करदा ऐ।
"संविधान का मुख्य उद्देश्य है लोगों को शीघ्र न्याय दिलाना, जैसा कि संविधान की प्रस्तावना में प्रतिष्‍ठापित है।","‏فوری انصاف کی فراہمی آئین کا سب سے اہم مقصد ہے، جیسا کہ آئین کے دیباچے میں بھی درج ہے۔‏","Rendering prompt justice is the foremost purpose of the constitution, as enshrined in the Preamble to the Constitution as well.","तौले न्यांऽ मुहैया कराना संविधान दा सभनें शा प्रमुख उद्देश ऐ, जिʼयां संविधान दी प्रस्तावना च बी संजोएआ गेदा ऐ।"
अनुच्छेद 145 को संशोधित किया गया और 2013 के सर्वोच्च न्यायालय के नियमों के अधीन है।,‏دفعہ 145 میں ترمیم کی گئی اور یہ سپریم کورٹ رولز 2013 کے تحت چلایا جاتا ہے۔‏,Article 145 was amended and is governed by the Supreme Court Rules of 2013.,अनुच्छेद 145 च संशोधन कीता गेआ हा ते एह्‌‌ 2013 दे सर्वोच्च अदालत दे नियमें द्वारा दंडत ऐ।
"यूनाइटेड किंगडम में संसदीय संप्रभुता सिद्धांत के अनुसार, संसद के अधिनियमों को अलग नहीं रखा जा सकता है, जबकि परिषद में आदेश, जो कि एक अन्य प्रकार का प्राथमिक कानून है जिसे संसद द्वारा पारित नहीं किया जा सकता है, को अलग रखा जा सकता है, (देखें सिविल सेवा संघ बनाम सिविल सेवा मंत्री) (1985) और मिलर/चेरी (2019))।","برطانیہ میں، پارلیمانی حاکمیت کے اصول کے تحت پارلیمان کے قوانین کو برطرف نہیں کیا جاسکتا، جبکہ احکامات کو کونسل میں، جو ایک اور قسم کی بنیادی قانون سازی ہے جسے پارلیمان کے ذریعے منظور نہیں گیا، کر سکتے ہیں (دیکھیں کونسل آف سیول سرویس ورسز منسٹر فار دی سیول سرویس (1985) اور ملر/چیری (2019))۔","In the United Kingdom, Acts of Parliament cannot be set aside under the doctrine of parliamentary sovereignty, whereas Orders in the Council, another type of primary legislation not passed by Parliament, can (see Council of Civil Service Unions vs Minister for the Civil Service (1985) and Miller/Cherry (2019)).","यूनाइटेड किंगडम च, संसद दे अधिनियमें गी संसदी संप्रभुता दे सिद्धांत दे तैह्‌‌‌त बक्खरा नेईं कीता जाई सकदा ऐ, जद् के परिशद् दे हुकम, इक होर किसमा दा प्राथमिक विधान जेह्‌‌ड़ा संसद द्वारा पास नेईं कीता गेदा, करी सकदे न, ( सिवल सेवा संघ बनाम सिविल सेवा मंत्री दिक्खो ) 1985 ) ते मिलर / चेरी ( 2019 )।"
"उदाहरण के तौर पर, ""किसी व्यक्ति को तब राज्यविहीनता का खतरा हो सकता है जब वह एक ऐसे राज्य में पैदा हुआ हो जहाँ नागरिकता का आधार रक्त से माना जाता है, जबकि उसके माता-पिता एक ऐसे राज्य में पैदा हुए थे जहाँ यह आधार जन्म से माना जाता है, जिस वजह से उस व्यक्ति को परस्पर विरोधी कानूनों के कारण दोनों राज्यों में नागरिकता के लिए अयोग्य बना देता है।""","مثلاً، ""کوئی شخص عدم قومیتی کے خطرے کا شکار ہو سکتا ہے اگر وہ کسی ایسی ریاست میں پیدا ہو جو حق شہریت بر بنائے ولدیت کو لاگو کرتی ہے جبکہ اس کے والدین کسی ایسی ریاست میں پیدا ہوئے ہوں جو حق شہریت بر بنائے مقام ولادت کو لاگو کرتی ہے، اس طرح متعارض قوانین اس شخص کو دونوں ریاستوں میں شہریت کے لیے نااہل بنا دیتے ہیں۔""","For example, ""A person may be at risk of statelessness if she is born in a State that applies jus sanguinis while her parents were born in a State that applies jus soli, leaving the person ineligible for citizenship in both States due to conflicting laws.""","मसाला दे तौर पर, इक व्यक्ति गी नागरिकताहीनता दा खतरा होई सकदा ऐ जे ओह्‌‌ इक नेहे राज्य च पैदा होंदा ऐ जेह्‌‌ड़ा माता-पिता दी नागरिकता गी आधार दे रूप च लागू करदा ऐ, जद् के ओह्‌‌‌दे माता-पिता इक नेहे राज्य च पैदा होए हे जेह्‌‌ड़ा जनम-स्थान गी आधार रूप च लागू करदा ऐ, आपूं चें बरोधी कनूनें दे कारण व्यक्ति दौनें राज्यें च नागरिकता आस्तै अयोग्य रेही जंदा ऐ।"
"सी.डी.एच.आर.आई. यह भी सुनिश्चित करता है कि हर एक व्यक्ति को ""अपने देश के लोक कार्यों के प्रशासन में प्रत्यक्ष अथवा अप्रत्यक्ष रूप से भाग लेने का अधिकार है।""","‏سی ڈی ایچ آر آئی تمام افراد کو ""اپنے ملک کے عوامی معاملات کی انتظامیہ میں براہ راست یا بالواسطہ طور پر حصہ لینے کا حق"" بھی دیتا ہے۔ ‏","The CDHRI also guarantees all individuals the ""right to participate, directly or indirectly, in the administration of his country's public affairs.""",सीडीऐच्चआरआई सभनें माह्‌नुएं गी अपने देशै दे सार्वजनक मामलें दे प्रशासन च परतक्ख जां अपरतक्ख रूप कन्नै हिस्सा लैने दे हक्क दी गारंटी दिंदा ऐ।
अदालत दिल्ली में संसदीय भवन के नरेंद्रमण्डल में बैठती थी।,دہلی میں پارلیمنٹ کی عمارت میں عدالت کی نشست چیمبر آف پرنسز تھی۔,The seat of the court was the Chamber of Princes in the Parliament Building in Delhi.,अदालत दी कुर्सी दिल्ली च संसद भवन च राजकुमारें दा कक्ष ही।
जिनेवा सम्मेलन (जी.सी.) और उनके अतिरिक्त नवाचार (ए.पी.) का इस बात पर जोर रहता है कि न्यायिक कार्यवाही का सामना कर रहे किसी भी युद्ध कैदी को निष्पक्ष सुनवाई मिले।,‏جنیوا کنونشن (جی سی) اور ان کے اضافی پروٹوکول (اے پی) کے مطابق عدالتی کارروائی کا سامنا کرنے والے کسی بھی جنگی قیدی کی منصفانہ شنوائی ہونا ضروری ہے۔‏,The Geneva Conventions (GC) and their Additional Protocols (APs) require that any prisoners of war facing a judicial proceeding receive a fair trial.,जिनेवा कन्वेंशन ( GC ) ते उंʼदे बाद्धू प्रोटोकाल ( APs ) आस्तै जरूरी ऐ जे न्यायिक कारवाई दा सामना करने आह्‌‌‌ले जुद्ध दे कुसै बी कैदी गी निरपक्ख सुनवाई मिलै।
इंडोनेशिया का सर्वोच्च न्यायालय (इंडोनेशियाई भाषा में: महकामाह आगुंग) न्यायिक शाखा का उच्चतम स्तर है।,‏انڈونیشیائی سپریم کورٹ (بزبان انڈونیشیائی: محکمہ اگونگ) عدالتی شاخ کی اعلی ترین سطح ہے۔‏,The Indonesian Supreme Court (Indonesian: Mahkamah Agung) is the highest level of the judicial branch.,इंडोनेशियाई सुप्रीम कोर्ट ( इन्डोनेशियाई : महाकामा अगंग ) न्यायिक शाख दा उच्चतम स्तर ऐ।
"चिकित्सीय रूप से गर्भ समापन अधिनियम के अनुसार, 12 सप्ताह तक के गर्भ की समाप्ति के लिए एक एकल पंजीकृत चिकित्सक (आर.एम.पी.) की राय आवश्यक होगी, और 12 से 20 सप्ताह के बीच के गर्भ की समाप्ति के लिए दो पंजीकृत चिकित्सकों को अपनी राय देनी होगी।","‏ایم ٹی پی ایکٹ میں بتایا گیا ہے کہ 12 ہفتوں تک کے طبی اسقاط حمل کے لیے ایک رجسٹرڈ میڈیکل پریکٹیشنر (آر ایم پی) کی رائے کی ضرورت ہوتی ہے، جب کہ 12 سے 20 ہفتوں کے درمیان اسقاط کے لیے، دو آر ایم پی کی رائے کی ضرورت ہوتی ہے۔‏","The MTP Act details that for terminations up to 12 weeks, the opinion of a single Registered Medical Practitioner (RMP) is required, and for terminations between 12 and 20 weeks, the opinion of two RMPs is required.","ऐम्मटीपी अधिनियम दी तफसील ऐ जे 12 हफ्ते तक्कर खारज करने लेई, इक रजिस्टर्ड मैडिकल प्रैक्टीशनर ( आरऐम्मपी ) दी राऽ लाजमी ऐ, ते 12एं शा 20एं हफ्ते दे बिच्च खारज करने आस्तै दो आरऐम्मपीएं दी राऽ लाजमी ऐ।"
"उदाहरण के लिए गुच्छ-बम जिनसे बारूदी बम के समान ही समस्या हो सकती है: छोटे बम जो फटते नहीं हैं, संघर्ष खत्म होने के लंबे समय के बाद भी नागरिकों के लिए खतरा बने रह सकते हैं।",‏مثال کے طور پر کلسٹر بم بارودی سرنگوں کی طرح ہی مسئلہ پیدا کرتے ہیں: بغیر پھٹنے والے بم جنگ ختم ہونے کے بعد بھی شہریوں کے لیے خطرہ بن سکتے ہیں۔‏,"Cluster bombs, for example, introduce the same problem as mines: unexploded bomblets can remain a hazard for civilians long after a conflict has ended.","मसाल दे तौर पर, क्लस्टर बम, खानें दे बराबर समस्या पेश करदे न : इक संघर्श खत्म होने दे बाद लम्मे समें तक्कर बिनफटे बम नागरिकेंआस्तै खतरा बने रेही सकदे न।"
"यद्यपि स्टीवर्ड और बार्नेट इस बात की वकालत करते दिखाई दिए कि मानव विज्ञान को विशुद्ध रूप से अकादमिक मामलों तक सीमित रहना चाहिए, अकादमी के अंदर और बाहर के लोगों ने अब तक इस बात पर बहस करना जारी रखा है कि कैसे गैर-मानवशास्त्रियों ने जातीय अल्पसंख्यकों या अंतर्राष्ट्रीय संबंधों के बारे में सार्वजनिक नीति में इस सिद्धांत का उपयोग किया है।","حالانکہ اسٹیوارڈ اور بارنیٹ یہ تجویز پیش کرتے ہوئے نظر آتے ہیں کہ اس لحاظ سے بشریات کو چاہیے کہ خود کو خالص انداز میں علمی امور تک ہی محدود رکھے، اکیڈمی کے اندر اور باہر کے لوگ بحث کرتے رہے ہیں کہ کن طریقوں سے غیر ماہر بشریات نے اس اصول کو نسلی اقلیتوں اور بین الاقوامی تعلقات سے متعلق عوامی پالیسی میں استعمال کیا ہے۔","Although Steward and Barnett seemed to be suggesting that anthropology as such should restrict itself to purely academic affairs, people within and outside the academy have continued to debate the ways non-anthropologists have used this principle in public policy concerning ethnic minorities or international relations.","हालां-के स्टीवर्ड ते बार्नेट सुझाऽ दिंदे बझोए जे मानव विज्ञान ने अपने आप गी पूरी चाल्ली अकादमिक मामलें तक्कर गै सीमत रक्खना चाहिदा, अकैडमी दे अंदर ते बाह्‌‌र दे लोकें जाति सरबंधी अल्पसंख्यकें जां अंतर-राश्ट्री संबंधें कन्नै सरबंधत सार्वजनक नीति च गैर - मानवविज्ञानियें द्वारा इस सिद्धांत गी इस्तेमाल करने दे तरीकें पर बैंह्‌‌स करना जारी रक्खेआ ।"
जीन-पॉल अकेसेयु के खिलाफ निर्णय में बलात्कार को युद्ध अपराध स्थापित किया गया।,‏ژاں پال اکیسو کے خلاف فیصلے نے عصمت دری کو جنگی جرم قرار دیا۔‏,The judgement against Jean-Paul Akayesu established rape as a war crime.,ज्यां - पाल अकायेसु दे खलाफ फैसले ने बलात्कार गी जुद्ध अपराध दे रूप च स्थापत कीता।
लैगाश और उम्मा (लगभग 2100 ईसा पूर्व) के मेसोपोटामिया के शहर-राज्यों के बीच शांति समझौते और 1258 ईसा पूर्व में मिस्र के फैरो रैमेसीज़ द्वितीय और हित्ती सम्राट हत्तुसिली तृतीय के बीच हुआ समझौता सबसे प्रारंभिक उदाहरणों में से दो हैं।,"میسوپوٹیمیا کی شہری ریاستوں لگاش اور اُمّا (تقریباً 2100 قبل مسیح) کے درمیان امن معاہدے اور مصری فرعون رامسیس دوم اور ہٹیٹی بادشاہ، ہٹوسیلیس سوم کے درمیان 1258 قبل مسیح میں مکمل ہونے والا معاہدہ قدیم مثالوں میں شامل ہے۔","Among the earliest examples are peace treaties between the Mesopotamian city-states of Lagash and Umma (approximately 2100 BCE) and an agreement between the Egyptian pharaoh Ramses II and the Hittite king, Hattusilis III, concluded in 1258 BCE.","सभनें शा शुरुआती उदाहरणें च लगश दे मेसोपोटामिया शैह्‌र-राज ते उम्मा ( तकरीबन 2100 ईसा पूर्व ) दे बिच्च शान्ति संधियां ते मिस्र दे फिरौ रामसेस 2 ते हित्ती राजा हत्तुसिलिस 3 दे बिच्च इक समझौता ऐ, जेह्‌‌ड़ा 1258 ईसा पूर्व च सम्पन्न होआ हा।"
मृत्यु दण्ड पर जनता की राय देश और अपराध के मद्दे नज़र बहुत अलग अलग होती है।,سزائے موت کے بارے میں عوام کی رائے ملک کے لحاظ سے اور زیربحث جرم کے لحاظ سے کافی مختلف ہوتی ہے۔,The public's opinion on the death penalty varies considerably by country and by the crime in question.,मौत दी सʼजा उप्पर जनता दी राऽ देश ते अपराध दी बुनियाद उप्पर खासी बक्खरी होंदी ऐ।
"व्यापक अर्थों में अधिकातीत क्रियाओं के संदर्भ में, समीक्षा करने वाला न्यायालय एक प्रशासनिक निर्णय को पलट सकता है यदि यह अनुचित (कनाडाई कानून के तहत, सर्वोच्च न्यायालय द्वारा डनस्म्यूर बनाम न्यू ब्रुन्सविक में ""स्पष्ट रूप से अनुचित"" मानक की अस्वीकृति के बाद) वेड्नेसबरी अनुचित (ब्रिटिश कानून के तहत), मनमाना और स्वेच्छाचारी (अमेरिकी प्रशासनिक प्रक्रिया अधिनियम और न्यूयॉर्क राज्य कानून के तहत) है।","وسیع معنوں میں دائرۂ اختیار سے باہر کارروائی کی اعتبار سے، ایک نظر ثانی کرنے والی عدالت کسی انتظامی فیصلے کو مسترد کر سکتی ہے اگر یہ غیر معقول (کینیڈا کے قانون کے تحت، سپریم کورٹ کی جانب سے ڈنزموئر بمقابلہ نیو برنزوک معاملے میں ""واضح طور پر غیر معقول"" معیار کے استرداد کے بعد)، ویڈنسبری غیر معقول (برطانوی قانون کے تحت)، یا من مانا اور نامناسب (امریکی انتظامی طریقہ کار ایکٹ اور نیو یارک سٹیٹ قانون کے تحت) ہو۔","In terms of ultra vires actions in the broad sense, a reviewing court may set aside an administrative decision if it is unreasonable (under Canadian law, following the rejection of the ""Patently Unreasonable"" standard by the Supreme Court in Dunsmuir v. New Brunswick), Wednesbury unreasonable (under British law), or arbitrary and capricious (under the U.S. Administrative Procedure Act and New York State law).","मोकले अर्थें च अधिकार शा बाह्‌री अमलें दे संदर्भ च, समीक्षा अदालत इक प्रशासनिक फैसले गी रद्द करी सकदी ऐ जे एह्‌‌ ( कनैडाई कनून दे तैह्‌‌‌त, डुनस्मुइर बनाम न्यू ब्रंसविक च सुप्रीम कोर्ट द्वारा स्पश्ट रूप कन्नै नांमनासब मानक दी अस्वीकृति दे परैंत्त ), वेडनेसबरी नांमनासब ( ब्रिटिश कनून दे तैह्‌‌‌त ), जां मनमाना ते सनकी ( अमरीकी प्रशासनिक विधी अधिनियम ते न्यूयार्क राज्य कनून दे तैह्‌‌‌त )नांमनासब ऐ।"
"नामित व्यक्ति को बदलने की पूरी प्रक्रिया के लिए, एकल मालिक और नामित व्यक्ति दो प्रपत्रों, आई.एन.सी.-3 और आई.एन.सी.-4 को कार्यान्वित करेंगे।","نامزد فرد میں تبدیلی کے پورے عمل کے لیے واحد مالک اور نامزد فرد دو فارم، آئی این سی-3 اور آئی این سی-4 پر عمل درآمد کریں گے۔","The sole owner and the nominee shall execute two forms, INC-3 and INC-4, for the entire process of change in the nominee.","नामजद माह्‌नू गी बदलने दी पूरी प्रक्रिया आस्तै इक्कले मालक ते नामजद माह्‌नू ने दो फार्म, आईऐन्नसी-3 ते आईऐन्नसी - 4 निश्पादत करग।"
"दारफुर, सूडान की स्थिति में बांदा मुकदमा 2014 में शुरू होने के लिए निर्धारित था, किंतु प्रारंभ तिथि रद्द कर दी गई थी।","سوڈان کے درفور کی صورتحال میں بانڈا ٹرائل 2014 میں شروع ہونا تھا، لیکن آغاز کی تاریخ خالی کر دی گئی تھی۔","The Banda trial in the situation of Darfur, Sudan, was scheduled to begin in 2014, but the start date was vacated.","दारफुर, सूडान दी स्थिति च बंदा परीक्षा 2014 च शुरू होने आह्‌‌‌ली ही, पर शुरू तरीक रद्द करी दित्ती गेई।"
"31 अक्टूबर, 2000 को, संकल्प 1261 (1999), 1265 (1999), 1296 (2000), और 1314 (2000) को वापस लेते हुए, संयुक्त राष्ट्र सुरक्षा परिषद ने महिलाओं, शांति, और सुरक्षा पर संकल्प 1325 (एस/आर.ई.एस./1325) को सर्वसम्मति से अंगीकृत किया।","خواتین، امن، اور سلامتی کے بارے میں اقوام متحدہ کی سلامتی کونسل کی قرارداد 1325 (ایس/آر ای ایس/1325)، 31 اکتوبر 2000 کو اقوام متحدہ سلامتی کونسل نے قراردادوں 1261 (1999)، 1265 (1999)، 1296(2000) اور 1314 (2000) کو واپس کرنے کے بعد، متفقہ طور پر منظور کیا۔","United Nations Security Council Resolution 1325 (S/RES/1325), on women, peace, and security, was adopted unanimously by the UN Security Council on 31 October 2000, after recalling resolutions 1261 (1999), 1265 (1999), 1296 (2000), and 1314 (2000).","महिलाएं, शान्ति ते सुरक्षा उप्पर संयुक्त राश्ट्र सुरक्षा परिशद् प्रस्ताव 1325 ( ऐस्स / आरईऐस्स / 1325 ), संयुक्त राश्ट्र सुरक्षा परिशद् द्वारा 31 अक्तूबर 2000 गी 1261 ( 1999 ), 1265 ( 1999 ), 1296 (2000 ), ते 1314 ( 2000 ) प्रस्ताव बापस लैने परैंत्त सर्वसम्मति कन्नै अपनाया गेआ हा। ।"
